id,category,year,question,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,difficulty
155,施工計画、施工設備及び積算,2019,建設工事の下請管理に関する記述として誤っているものはどれか,下請業者の技術力を確認する,適切な指導・監督を行う,安全管理を徹底する,下請管理では契約金額の管理のみを重視すればよい,d,下請管理では技術・品質・安全・工程の総合的管理が重要。誤りの選択肢を特定することが重要です。,RCCM関連技術基準,標準
156,施工計画、施工設備及び積算,2019,建設工事における品質証明に関する記述として誤っているものはどれか,材料証明書により品質を証明する,試験成績書により品質を証明する,検査調書により品質を証明する,品質証明では試験頻度を最小限に抑えることが効率的である,d,品質証明では適切な試験頻度による確実な品質確認が重要。誤りの選択肢を特定することが重要です。,土木工事共通仕様書,標準
157,施工計画、施工設備及び積算,2019,建設工事のリスク管理に関する記述として誤っているものはどれか,リスクの洗い出しを行う,リスクの評価を行う,リスク対策を検討する,リスク管理では発生確率の高いリスクのみを対象とすればよい,d,リスク管理では発生確率と影響度を総合評価して対策を検討する。誤りの選択肢を特定することが重要です。,土木工事リスクマネジメントガイドライン,標準
158,施工計画、施工設備及び積算,2019,建設工事の技術提案に関する記述として誤っているものはどれか,工期短縮に寄与する提案が求められる,品質向上に寄与する提案が求められる,コスト縮減に寄与する提案が求められる,技術提案では最新技術の採用を最優先すればよい,d,技術提案では新技術の実績・信頼性・経済性を総合評価する。誤りの選択肢を特定することが重要です。,総合評価落札方式ガイドライン,標準
159,施工計画、施工設備及び積算,2019,建設工事における情報化施工に関する記述として誤っているものはどれか,GPS等を活用した施工技術である,施工精度の向上が図れる,施工効率の向上が期待できる,情報化施工では機械制御のみで品質が保証される,d,情報化施工でも従来の品質管理と組み合わせた総合的管理が重要。誤りの選択肢を特定することが重要です。,情報化施工推進戦略,標準
160,施工計画、施工設備及び積算,2019,建設工事の出来形管理に関する記述として誤っているものはどれか,出来形測量により寸法を確認する,許容範囲内の精度を確保する,出来形管理基準に基づき管理する,出来形管理では測定点数を最小限に抑えることが効率的である,d,出来形管理では適切な測定点数による確実な品質確認が重要。誤りの選択肢を特定することが重要です。,土木工事共通仕様書,標準
161,施工計画、施工設備及び積算,2019,コンクリートの運搬に関する記述として誤っているものはどれか,材料分離を防止する,練混ぜから打設までの時間を短縮する,運搬経路を適切に設定する,コンクリート運搬では運搬時間の制限は特に設けなくてよい,d,コンクリート運搬では練混ぜから打設まで90分以内の時間制限がある。誤りの選択肢を特定することが重要です。,コンクリート標準示方書,標準
162,施工計画、施工設備及び積算,2019,建設機械の運転に関する記述として誤っているものはどれか,有資格者が運転を行う,始業前点検を実施する,適切な合図により作業を行う,建設機械の運転では作業効率を最優先すればよい,d,建設機械運転では安全性を最優先とし効率性との適切なバランスが重要。誤りの選択肢を特定することが重要です。,建設機械施工安全技術指針,標準
163,施工計画、施工設備及び積算,2019,建設工事の工期設定に関する記述として誤っているものはどれか,工事内容を十分検討して設定する,気象条件を考慮して設定する,施工条件を考慮して設定する,工期設定では発注者の要求工期を最優先すればよい,d,工期設定では適正工期の確保により品質・安全を確保することが重要。誤りの選択肢を特定することが重要です。,土木工事共通仕様書,標準
164,施工計画、施工設備及び積算,2019,建設工事における検査に関する記述として誤っているものはどれか,中間検査により施工状況を確認する,完成検査により最終的な品質を確認する,材料検査により使用材料の品質を確認する,検査では不合格項目があっても工期を優先すればよい,d,検査では品質基準を満たすまで是正措置を講じることが重要。誤りの選択肢を特定することが重要です。,土木工事共通仕様書,標準
165,施工計画、施工設備及び積算,2019,型枠工事の施工に関する記述として誤っているものはどれか,型枠は所定の形状・寸法に正確に組み立てる,型枠材料は繰り返し使用が可能である,型枠の取外し時期は強度発現を確認後とする,型枠工事では施工速度を優先して精度管理を簡略化してよい,d,型枠工事では構造物の品質確保のため精度管理が最重要。誤りの選択肢を特定することが重要です。,コンクリート標準示方書,標準
166,施工計画、施工設備及び積算,2019,建設工事の積算に関する記述として誤っているものはどれか,積算は設計図書に基づき行う,標準単価を用いて積算する,諸経費を適切に計上する,積算では直接工事費のみを計上すればよい,d,積算では直接工事費に加えて間接工事費・諸経費の適切な計上が必要。誤りの選択肢を特定することが重要です。,土木工事積算基準,標準
167,施工計画、施工設備及び積算,2019,仮設工事に関する記述として誤っているものはどれか,仮設工事は本体工事を安全かつ効率的に施工するため必要である,足場は作業員の安全確保のため設置する,土留工は掘削時の安全確保のため設置する,仮設工事では最小限の設備で施工コストを抑制することが基本である,d,仮設工事では安全性確保を最優先とし適切な設備を設置することが重要。誤りの選択肢を特定することが重要です。,仮設構造物設計指針,標準
168,施工計画、施工設備及び積算,2019,建設工事の安全管理に関する記述として誤っているものはどれか,危険予知活動により事故の未然防止を図る,安全教育により作業員の安全意識を向上させる,保護具の着用により労働災害を防止する,安全管理では工期短縮のため安全対策を簡略化してもよい,d,安全管理では工期より安全性を最優先とすることが基本原則。誤りの選択肢を特定することが重要です。,労働安全衛生法,標準
169,施工計画、施工設備及び積算,2019,建設工事の品質管理に関する記述として誤っているものはどれか,品質管理は計画段階から実施する,品質管理基準に基づき管理する,品質管理記録を作成・保管する,品質管理では完成後の検査のみを重視すればよい,d,品質管理では施工全工程を通じた継続的管理が重要。誤りの選択肢を特定することが重要です。,品質管理基準,標準
170,施工計画、施工設備及び積算,2019,建設工事の環境対策に関する記述として誤っているものはどれか,騒音対策では低騒音型建設機械の使用が効果的である,振動対策では作業時間の調整が重要である,粉じん対策では散水による飛散防止が有効である,環境対策では工事完了後の事後対策のみで十分である,d,環境対策では工事全期間を通じた継続的対策が重要。誤りの選択肢を特定することが重要です。,環境基本法,標準
171,施工計画、施工設備及び積算,2019,建設副産物の処理に関する記述として誤っているものはどれか,建設発生土の再利用を促進する,建設廃棄物の適正処理を行う,建設汚泥のリサイクルを図る,建設副産物の処理では最終処分を最優先すればよい,d,建設副産物処理では3R（リデュース・リユース・リサイクル）を優先する。誤りの選択肢を特定することが重要です。,建設リサイクル法,標準
172,施工計画、施工設備及び積算,2019,鉄筋工事の施工管理に関する記述として誤っているものはどれか,鉄筋の品質は材料証明書により確認する,配筋は設計図書に従い正確に行う,継手は適切な方法により施工する,鉄筋工事では施工速度を優先してかぶり厚さを減少させてもよい,d,鉄筋工事では耐久性確保のためかぶり厚さの確保が重要。誤りの選択肢を特定することが重要です。,コンクリート標準示方書,標準
173,施工計画、施工設備及び積算,2019,土留め工事の設計に関する記述として誤っているものはどれか,土圧を適切に算定する,地下水の影響を考慮する,周辺構造物への影響を検討する,土留め設計では安全率を最小限に設定することが経済的である,d,土留め設計では十分な安全率を確保して周辺への影響を防止することが重要。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,土留め設計指針,標準
174,施工計画、施工設備及び積算,2019,建設機械の選定に関する記述として誤っているものはどれか,作業内容に適した機械を選定する,作業量に応じた能力の機械を選定する,現場条件を考慮して選定する,機械選定では初期費用を最小限に抑えることを最優先すればよい,d,機械選定では初期費用・運転費用・保守費用を含むLCCで評価する。誤りの選択肢を特定することが重要です。,建設機械選定指針,標準
175,施工計画、施工設備及び積算,2019,土工事における品質管理に関する記述として誤っているものはどれか,締固め度試験により締固めの良否を判定する,含水比試験により最適含水比との比較を行う,粒度試験により材料の適性を判定する,土工事では施工速度を優先して品質管理試験を省略してもよい,d,土工事では構造物の安全性確保のため適切な品質管理試験が必要。誤りの選択肢を特定することが重要です。,土木工事共通仕様書,標準
176,施工計画、施工設備及び積算,2019,建設工事の原価管理に関する記述として誤っているものはどれか,材料費・労務費・機械経費等を管理する,予算と実績の比較を行う,原価低減方策を検討する,原価管理では材料費の削減のみを重視すればよい,d,原価管理では品質・安全性を確保しつつ総合的なコスト最適化を図る。誤りの選択肢を特定することが重要です。,建設業経理基準,標準
177,施工計画、施工設備及び積算,2019,建設工事の進捗管理に関する記述として誤っているものはどれか,工程表により進捗状況を把握する,遅れが生じた場合は対策を検討する,関係者間での情報共有を図る,進捗管理では工程の遅れ回復のため品質管理を簡略化してもよい,d,進捗管理では工程・品質・安全・コストのバランスを保つことが重要。誤りの選択肢を特定することが重要です。,土木工事共通仕様書,標準
178,施工計画、施工設備及び積算,2019,建設工事における安全衛生管理に関する記述として誤っているものはどれか,安全衛生管理体制を整備する,危険箇所の点検を定期的に実施する,作業員への安全教育を継続的に行う,安全衛生管理では法定最小限の対策のみで十分である,d,安全衛生管理では法的要求に加えて現場特性に応じた追加対策が重要。誤りの選択肢を特定することが重要です。,労働安全衛生法,標準
179,建設環境,2019,騒音・振動に関する記述として誤っているものはどれか,騒音レベルはデシベル(dB)で表示する,振動レベルはデシベル(dB)で表示する,等価騒音レベルは時間平均値である,騒音測定は年1回で十分である,d,騒音測定は工事期間中継続的に実施し月1回以上の定期測定が必要である。年1回では環境基準の遵守確認や近隣への影響把握が不十分となり法令違反のリスクがある,騒音規制法・振動規制法,標準
180,建設環境,2019,大気汚染に関する記述として誤っているものはどれか,二酸化硫黄は主として化石燃料の燃焼により発生する,窒素酸化物は自動車排ガスの主要成分である,浮遊粒子状物質は呼吸器系への影響が懸念される,光化学オキシダント濃度に季節変動はない,d,光化学オキシダントは春から夏にかけて高濃度となりやすく明確な季節変動を示す。日射強度・気温・前駆物質濃度の季節変化により濃度が大きく変動する,大気汚染防止法,標準
181,建設環境,2019,生態系保全に関する記述として誤っているものはどれか,生物多様性の保全が重要である,生態系ネットワークの形成を図る,外来種の侵入防止を図る,すべての外来種は生態系に有益である,d,特定外来生物等は在来生態系に深刻な影響を与えるため特定外来生物法に基づく防除が必要である。外来種が全て有益ではなく生態系への影響評価と慎重な管理が必要,特定外来生物法,標準
182,建設環境,2019,廃棄物に関する記述として誤っているものはどれか,一般廃棄物と産業廃棄物に分類される,建設廃棄物は産業廃棄物に含まれる,建設発生土は廃棄物として扱われる,建設汚泥はリサイクルが可能である,c,建設発生土は廃棄物処理法第2条第1項の「廃棄物」の定義から除外され建設副産物適正処理推進要綱により有価物として取り扱われる。適切な品質管理により他工事での有効利用が推進されている,廃棄物処理法・建設リサイクル法,標準
183,建設環境,2019,環境影響評価における環境要素の区分に関する記述として誤っているものはどれか,大気環境には大気質・騒音・振動・悪臭が含まれる,水環境には水質・底質・地下水・水象が含まれる,土壌環境・その他環境には地形・地質・動植物・景観等が含まれる,廃棄物等は環境影響評価の対象外である,d,環境影響評価法では廃棄物等（建設工事に伴う副産物）も重要な評価項目として位置づけられており発生量・処理方法・リサイクル率・最終処分量等を定量的に評価する,環境影響評価法,標準
184,建設環境,2019,建設工事における環境保全対策に関する記述として誤っているものはどれか,騒音対策では低騒音型建設機械の使用が効果的である,振動対策では地盤改良による伝播経路対策が有効である,水質汚濁対策では濁水処理施設の設置が必要である,環境監視は工事完了後は不要である,d,環境監視は工事前・工事中・工事後の各段階で実施が必要である。特に工事後のモニタリングにより環境保全措置の効果確認と必要に応じた追加対策の実施が重要,環境影響評価技術指針,標準
185,建設環境,2019,水質汚濁に関する記述として誤っているものはどれか,BODは生物化学的酸素要求量である,CODは化学的酸素要求量である,SSは浮遊物質量である,全窒素は栄養塩類に含まれない,d,全窒素は富栄養化の原因となる栄養塩類の主要成分である。窒素とリンの過剰流入により湖沼や内湾でアオコや赤潮が発生し溶存酸素の減少・魚類の大量死等の水質悪化を招く,水質汚濁防止法,標準
186,建設環境,2019,土壌汚染に関する記述として誤っているものはどれか,重金属による汚染がある,有機化合物による汚染がある,農薬による汚染がある,土壌汚染は自然に短期間で浄化される,d,土壌汚染は自然浄化に長期間を要し重金属汚染では数十年から数百年かかる場合がある。積極的な浄化対策（掘削除去・原位置浄化・封じ込め等）の実施が必要,土壌汚染対策法,標準
187,建設環境,2019,建設工事における環境データ管理に関する記述として誤っているものはどれか,監視データを適切に記録する,データの品質管理を行う,データの保管・管理を適切に行う,測定データの改ざんは軽微な問題である,d,環境測定データの改ざんは環境基準の遵守確認を阻害し住民の健康と安全に直結する重大な問題である。法的責任を問われ事業停止命令等の行政処分の対象となる可能性もある,環境影響評価技術指針,標準
188,建設環境,2019,建設工事における環境関連法令の適用に関する記述として誤っているものはどれか,関係法令を把握する,必要な手続きを実施する,基準値の遵守を確認する,すべて同一の法令を適用する,d,適用される環境法令は工事内容・立地条件・規模により個別に決定される。大気汚染防止法・水質汚濁防止法・騒音規制法・振動規制法・廃棄物処理法等を適切に選択し対応する必要がある,環境関連法令,標準
189,建設環境,2019,環境リスク評価に関する記述として誤っているものはどれか,有害性を評価する,暴露量を評価する,リスクの大きさを算定する,環境リスク評価では定量的評価は不要である,d,環境リスク評価では有害性と暴露量の定量的評価によりリスクを算定することが基本である。発がん性物質では生涯過剰発がんリスク、非発がん性物質では有害指数による定量評価を実施する,環境リスク評価指針,標準
190,建設環境,2019,建設工事における生物多様性保全に関する記述として誤っているものはどれか,生息地の保全を図る,移植による保全を図る,代償措置により保全を図る,移植は100%の成功が保証されている,d,生物移植の成功率は樹種・移植時期・根回し期間により大きく異なり一般的に針葉樹60-80%、落葉広葉樹70-90%、常緑広葉樹50-70%程度である。事前調査・適地選定・事後監視等の総合的対策が必要,自然環境保全法,標準
191,建設環境,2019,建設工事における省エネルギー対策に関する記述として誤っているものはどれか,高効率機械の使用により燃料消費を削減する,工程の効率化により作業時間を短縮する,アイドリングストップにより燃料消費を削減する,省エネルギー効果の測定は不要である,d,省エネルギー対策の効果測定は燃料消費量・CO2排出量の定量的把握により実施する。効果の見える化により継続的改善と目標管理が可能となり環境負荷低減に寄与する,省エネルギー法,標準
192,建設環境,2019,建設工事における化学物質管理に関する記述として誤っているものはどれか,有害化学物質の使用を把握する,適切な保管管理を行う,作業員の健康管理を行う,すべて同一の管理基準を適用する,d,化学物質管理基準は物質の毒性・発がん性・環境残留性等により個別に設定される。PRTR法対象物質・労働安全衛生法規制物質・毒物劇物取締法対象物質等で管理レベルが大きく異なる,化学物質管理法令,標準
193,建設環境,2019,環境管理システムに関する記述として誤っているものはどれか,環境方針を策定する,環境目標を設定する,環境監査により評価する,一度構築すれば見直しは不要である,d,環境管理システムは継続的改善が基本原則でありPDCAサイクルによる定期的見直しが必要である。ISO14001では年次見直しが要求され環境パフォーマンスの継続的向上を図る,ISO14001,標準
194,建設環境,2019,自然環境保全に関する記述として誤っているものはどれか,希少種の保護を図る,生息地の保全を図る,生態系の復元を図る,すべて人工的な環境に改変する,d,自然環境保全では可能な限り自然環境の保全・復元を図ることが基本である。やむを得ない改変の場合も生態系機能の維持・回復を重視し人工的改変は最小限に留める,自然環境保全法,標準
195,建設環境,2019,環境負荷低減に関する記述として誤っているものはどれか,省資源化により資源消費を抑制する,リサイクルにより廃棄物を削減する,長寿命化により更新頻度を削減する,環境負荷は経済性より優先度が低い,d,持続可能な発展では環境・経済・社会の統合的発展が重要であり環境負荷低減と経済性の両立を図る。短期的経済性のみを優先することは長期的な持続可能性を損なう,持続可能な発展目標,標準
196,建設環境,2019,建設工事における文化財保護に関する記述として誤っているものはどれか,埋蔵文化財の取扱いを協議する,必要に応じて発掘調査を実施する,文化財の現地保存を検討する,すべて同一の保護措置を実施する,d,文化財保護措置は文化財の価値・希少性・工事計画により個別に決定される。重要度に応じて現地保存・移設保存・記録保存等の措置を選択し文化財の価値に応じた適切な保護を図る,文化財保護法,標準
197,建設環境,2019,景観保全に関する記述として誤っているものはどれか,周辺景観との調和を図る,地域の特性を活かす,歴史的景観を保全する,すべて同一の景観形成手法を適用する,d,景観保全手法は地域特性・景観特性・歴史的背景に応じて選択する必要がある。画一的手法では地域固有の景観価値を損ない景観法の理念に反する結果となる,RCCM関連技術基準,標準
198,建設環境,2019,環境監視に関する記述として誤っているものはどれか,工事前・工事中・工事後の監視を行う,環境基準との比較により評価する,異常時の対応措置を定める,監視結果の公開は不要である,d,環境監視結果は透明性確保と住民理解促進のため積極的な公開が重要である。定期的な報告書作成・住民説明会の開催・ウェブサイトでの情報公開等により情報共有を図る,環境影響評価技術指針,標準
199,建設環境,2019,環境技術に関する記述として誤っているものはどれか,環境負荷低減技術の開発を推進する,環境監視技術の高度化を図る,環境修復技術の活用を図る,すべて同一の技術を適用する,d,環境技術は目的・条件・対象に応じて適切に選択・組合せて活用する必要がある。技術の特性・適用範囲・経済性を理解し最適な技術選定を行うことが重要,環境技術指針,標準
200,建設環境,2019,建設工事における環境コミュニケーションに関する記述として誤っているものはどれか,地域住民への情報提供を行う,環境配慮措置について説明する,環境監視結果を公開する,住民意見の聴取は不要である,d,環境コミュニケーションでは双方向の情報交換が重要であり住民意見の聴取・反映により環境配慮の実効性を高める。説明会・意見交換会・アンケート調査等の多様な手法による意見聴取が必要,環境影響評価技術指針,標準
201,建設環境,2019,建設工事における緑化に関する記述として誤っているものはどれか,在来種による緑化を基本とする,生態系への配慮を行う,景観向上効果がある,外来種の使用を積極的に推奨する,d,緑化では在来種の使用を基本とし外来種は生態系への影響を慎重に評価した上で必要最小限の使用に留める。特定外来生物の使用は特定外来生物法により法的に禁止されている,特定外来生物法,標準
202,建設環境,2019,環境教育に関する記述として誤っているものはどれか,環境意識の向上を図る,環境配慮行動の促進を図る,環境知識の普及を図る,すべて同一の教育内容とする,d,環境教育内容は対象者（年齢・職業・知識レベル・関心度）や目的に応じて設定する必要がある。効果的な教育のため対象に応じたプログラム開発と教育手法の選択が重要,環境教育推進法,標準
203,建設環境,2019,地球温暖化対策に関する記述として誤っているものはどれか,二酸化炭素排出量の削減を図る,省エネルギー化を推進する,再生可能エネルギーの活用を図る,すべて同一の削減目標を設定する,d,温暖化対策の削減目標は業種・規模・技術水準・地域特性により設定される。建設業では工事規模・工法・使用機械・立地条件により削減ポテンシャルが異なるため個別目標設定が必要,地球温暖化対策推進法,標準
204,建設環境,2019,環境アセスメントの手続きに関する記述として誤っているものはどれか,方法書により調査・予測・評価の手法を示す,現況調査により環境の状況を把握する,準備書により環境影響評価結果を示す,住民意見の聴取は任意である,d,環境影響評価法では方法書・準備書・評価書の各段階で住民意見聴取が法的に義務付けられている。縦覧期間の設定・意見書提出機会の確保・説明会の開催等が必要,環境影響評価法,標準
205,建設環境,2019,環境配慮設計に関する記述として誤っているものはどれか,ライフサイクルでの環境負荷を考慮する,リサイクル可能な材料を選定する,省エネルギー性能を向上させる,すべて同一の配慮手法を適用する,d,環境配慮手法は対象施設・立地条件・用途・規模により選択する必要がある。LCA評価・環境負荷原単位・地域特性・技術的制約等を考慮した最適手法の選定が重要,環境配慮設計指針,標準
206,建設環境,2019,建設工事における大気環境保全に関する記述として誤っているものはどれか,粉じん飛散防止対策を実施する,排ガス対策を実施する,悪臭対策を実施する,大気汚染物質の拡散計算は不要である,d,大気環境保全では風向・風速・大気安定度等の気象条件を考慮した拡散計算により影響予測を行う。気象条件により汚染物質の拡散状況が大きく変化するため拡散計算による定量的評価が必要,大気汚染防止法,標準
207,建設環境,2019,持続可能な発展に関する記述として誤っているものはどれか,環境・経済・社会の統合的発展を図る,将来世代への配慮を行う,地球規模での取組みが必要である,すべて経済発展を優先する,d,持続可能な発展では環境・経済・社会の3つの側面のバランスを重視し統合的発展を図る。短期的経済利益のみを優先することは環境破壊・社会格差拡大等により持続可能性を損なう,持続可能な発展目標,標準
208,建設環境,2019,建設工事における水環境保全に関する記述として誤っているものはどれか,濁水の適切な処理を行う,地下水への影響を最小限に抑える,河川生態系への配慮を行う,水質基準の遵守は任意である,d,水質汚濁防止法により排水基準の遵守は法的義務であり違反した場合は改善命令・事業停止命令・罰則等の対象となる。継続的な水質監視と基準遵守の確認が法的に義務付けられている,水質汚濁防止法,標準
209,上水道及び工業用水道,2019,ポンプ設備に関する記述として誤っているものはどれか,所要の水量と揚程を確保する,効率的な運転により省エネルギーを図る,適切な台数制御により対応する,ポンプの維持管理は不要である,d,ポンプ設備は水道システムの心臓部であり定期点検・整備が必須。故障時の断水リスクを避けるため予防保全による維持管理が重要である,水道施設設計指針,標準
210,上水道及び工業用水道,2019,取水施設の設計に関する記述として誤っているものはどれか,取水量を安定的に確保する,取水口の位置を適切に設定する,取水設備を適切に設計する,水源の水質確認は不要である,d,取水施設設計では水源の水質特性把握が必須。季節変動や汚染リスクを評価し適切な前処理設備の計画に反映させる必要がある,水道施設設計指針,標準
211,上水道及び工業用水道,2019,水道の将来展望に関する記述として誤っているものはどれか,人口減少に対応した施設規模の適正化を図る,老朽化施設の計画的な更新を推進する,技術革新を活用したスマートな水道を実現する,現状維持で十分である,d,人口減少・施設老朽化・技術革新等の社会情勢変化に対応した戦略的な事業運営が必要。現状維持では持続可能性を確保できない,新水道ビジョン,標準
212,上水道及び工業用水道,2019,水道事業の民営化に関する記述として最も適切なものはどれか,コンセッション方式による運営権の設定が可能である,PFI方式による施設整備・運営が可能である,指定管理者制度による管理運営が可能である,DBO方式による一括発注が可能である,a,2018年水道法改正によりコンセッション方式が導入され民間事業者への運営権設定が可能となった。PFI・指定管理者・DBO方式も活用可能だがコンセッション方式は所有権を公共に残しつつ運営権を民間に委ねる最新の官民連携手法として注目されている,RCCM関連技術基準,標準
213,上水道及び工業用水道,2019,高度浄水処理に関する記述として誤っているものはどれか,オゾン処理により有機物を分解する,生物活性炭処理により有機物を除去する,膜ろ過により微細な物質を除去する,すべての浄水場で必須である,d,高度浄水処理は原水水質や要求水質に応じて導入する処理技術であり全浄水場で必須ではない。通常処理で対応可能な場合は不要である,水道施設設計指針,標準
214,上水道及び工業用水道,2019,水道の広域化に関する記述として誤っているものはどれか,施設の効率的な整備・更新を図る,維持管理の効率化を図る,危機管理体制の強化を図る,事業統合は困難である,d,水道広域化は人口減少・職員不足等の課題解決手法として推進されており技術的・制度的に事業統合は可能。国も積極的に支援している,水道広域化推進プラン,標準
215,上水道及び工業用水道,2019,水道事業の経営に関する記述として誤っているものはどれか,独立採算制により経営する,適正な料金設定により収支の均衡を図る,効率的な事業運営により経営改善を図る,赤字経営でも問題ない,d,水道事業は独立採算制が原則であり持続可能な経営が必要。赤字継続は事業継続性を損ない住民サービスに支障をきたす,地方公営企業法,標準
216,上水道及び工業用水道,2019,膜ろ過処理に関する記述として誤っているものはどれか,微細な物質を除去できる,膜の種類により除去対象が異なる,膜の洗浄・交換が必要である,膜の劣化は発生しない,d,膜ろ過設備の膜は使用により目詰まりや劣化が発生するため定期的な洗浄・交換が必要。適切な維持管理により処理性能を維持する,膜ろ過技術指針,標準
217,上水道及び工業用水道,2019,水道事業の運営に関する記述として誤っているものはどれか,水道事業は公衆衛生の向上と生活環境の改善を目的とする,安全で良質な水の安定供給が求められる,経営の効率化と健全化を図る必要がある,すべての水道事業で同一の運営方法を適用する,d,水道事業の運営方法は地域特性・事業規模・財政状況・技術力等により適切に選択する必要がある。人口密度・地形条件・水源特性等が異なる中で画一的な運営では効率性と持続可能性を確保できない,水道事業運営の手引き,標準
218,上水道及び工業用水道,2019,水道水質基準に関する記述として誤っているものはどれか,病原微生物に関する基準が設定されている,重金属に関する基準が設定されている,有機化学物質に関する基準が設定されている,基準値の見直しは行われない,d,水道水質基準は科学的知見の蓄積や社会情勢の変化に応じて定期的に見直しが行われる。最新の基準値により安全性を確保している,水道法施行規則,標準
219,上水道及び工業用水道,2019,水道管の材質に関する記述として誤っているものはどれか,鋳鉄管は耐食性に優れる,鋼管は強度が高い,塩化ビニル管は軽量である,水質管理は不要である,d,水道事業では水道法に基づく水質基準遵守と継続的な管理が法的に義務付けられている。誤りの選択肢を特定することが重要です。,水道施設設計指針,標準
220,上水道及び工業用水道,2019,配水池の設計に関する記述として誤っているものはどれか,配水量の変動に対応する,水質の保持を図る,緊急時の貯留量を確保する,構造計算は不要である,d,配水池は水圧や地震力に対する構造安全性の確保が必要であり構造計算は必須である。誤りの選択肢を特定することが重要です 設計基準への準拠が必要です。,水道施設設計指針,標準
221,上水道及び工業用水道,2019,工業用水道に関する記述として誤っているものはどれか,工業の発展と公共の福祉を増進することを目的とする,工業用水道事業法により規制される,水質基準は用途により異なる,上水道と同じ水質基準が適用される,d,工業用水道は用途に応じた独自の水質基準が設定されており上水道とは異なる。誤りの選択肢を特定することが重要です。,工業用水道事業法,標準
222,上水道及び工業用水道,2019,水道施設の維持管理に関する記述として誤っているものはどれか,定期的な点検により早期発見に努める,適切な補修により機能を維持する,水質管理を継続的に行う,法定点検は任意である,d,水道施設の法定点検は水道法により義務付けられており任意ではない。誤りの選択肢を特定することが重要です。,水道法施行規則,標準
223,上水道及び工業用水道,2019,水道事業の災害対策に関する記述として誤っているものはどれか,施設の耐震化を推進する,応急給水体制を整備する,復旧用資機材を確保する,災害対策計画の策定は不要である,d,水道事業者は水道法に基づき災害対策計画の策定が義務付けられている。誤りの選択肢を特定することが重要です。,水道法第22条の2,標準
224,上水道及び工業用水道,2019,水質検査に関する記述として誤っているものはどれか,水質基準項目について定期的に検査する,水質管理目標設定項目について検査する,臭気・味・色度について検査する,検査頻度は事業者が自由に決められる,d,水質検査の頻度は水道法施行規則により給水人口等に応じて規定されている。誤りの選択肢を特定することが重要です。,水道法施行規則第15条,標準
225,上水道及び工業用水道,2019,給水装置に関する記述として誤っているものはどれか,配水管から分岐して設置される,給水装置工事は指定給水装置工事事業者が行う,構造・材質基準に適合する必要がある,水道事業者の承認は不要である,d,給水装置の設置には水道事業者の承認が必要であり無断設置は禁止されている。誤りの選択肢を特定することが重要です。,水道法第16条,標準
226,上水道及び工業用水道,2019,水道料金制度に関する記述として誤っているものはどれか,基本料金と従量料金の組み合わせが一般的である,口径別料金制が採用される場合がある,逓増料金制により節水を促進する,料金設定に制限はない,d,水道料金は適正かつ公平であることが求められ地方公営企業法等による制限がある。誤りの選択肢を特定することが重要です。,地方公営企業法,標準
227,上水道及び工業用水道,2019,工業用水の用途に関する記述として誤っているものはどれか,冷却用水として使用される,ボイラー用水として使用される,製品洗浄用水として使用される,飲用水として直接使用される,d,工業用水は飲用を目的としておらず飲用水としての直接使用は適さない。誤りの選択肢を特定することが重要です。,工業用水道事業法,標準
228,上水道及び工業用水道,2019,浄水場の運転管理に関する記述として誤っているものはどれか,原水水質に応じて薬品注入率を調整する,ろ過池の逆洗を適切に実施する,配水池の水位を適切に管理する,運転記録の保存は不要である,d,浄水場の運転記録は水道法により一定期間の保存が義務付けられている。誤りの選択肢を特定することが重要です。,水道法施行規則第17条,標準
229,上水道及び工業用水道,2019,浄水処理に関する記述として誤っているものはどれか,凝集沈澱により懸濁物質を除去する,砂ろ過により微細な懸濁物質を除去する,塩素消毒により病原微生物を不活化する,オゾン処理は必ず必要である,d,オゾン処理は高度浄水処理の一つであり全ての浄水場で必須ではない。通常の浄水処理では凝集沈澱・砂ろ過・塩素消毒で十分な場合が多い,水道施設設計指針,標準
230,上水道及び工業用水道,2019,配水管網の設計に関する記述として誤っているものはどれか,配水量と水圧を適切に確保する,管網解析により水理計算を行う,管径は流量と流速により決定する,管網は樹枝状のみで構成する,d,配水管網は供給安定性確保のため樹枝状とループ状を組み合わせて構成する。樹枝状のみでは断水リスクが高くなる,水道施設設計指針,標準
231,上水道及び工業用水道,2019,管路の耐震化に関する記述として誤っているものはどれか,耐震性の高い管材を使用する,継手の耐震性能を向上させる,重要な管路を優先的に耐震化する,既設管は耐震化対象外である,d,既設管も耐震診断を行い必要に応じて耐震化や更新を実施する必要がある。特に重要管路は優先的に対策を講じる,水道施設耐震工法指針,標準
232,上水道及び工業用水道,2019,水安全計画に関する記述として誤っているものはどれか,水源から給水栓まで統合的に危害を評価・管理する,WHOガイドラインに基づく水質管理手法である,危害分析重要管理点(HACCP)の概念を適用する,策定は任意である,d,水安全計画の策定は2019年の水道法改正により水道事業者等の努力義務として規定され、水源から給水栓まで統合的な水質管理が求められている,水道法第5条の2,標準
